Date,Time,Location,Latitude,Longitude,Operator,Flight #,Route,AC Type,Registration,cn/ln,Aboard,Aboard Passangers,Aboard Crew,Fatalities,Fatalities Passangers,Fatalities Crew,Ground,Summary
11/11/1926,8:00,"Cape Bojador, Morocco",31.791702,-7.09262,Grands Express Aeriens,,Casablanca -Dakar,Breguet 14,F-AFAX,198,3,3,0,3,3,0,0,"While en route and cruising along the shore, the mail plane's engine failed. The crew made an emergency landing on a beach near Cape Bojador. After the landing, crew was attacked by Maures tribesmen and killed while the aircraft was set on fire and destroyed."
12/16/1926,,"Medford, Oregon",42.3230112,-122.8767396,Pacific Air Transport,,,Ryan M-1,2,,1,0,1,1,0,1,0,The postal plane crashed into a mountain slope in foggy conditions.
1/12/1927,,"Estaires, France",50.644248,2.721848,Fokker,,Delivery flight,Fokker F-VII,G-EBPL,4938,0,0,2,0,0,2,0,The flight crew encountered poor weather conditions and made an emergency landing. The aircraft landed in a field badly damaged and written off.
3/20/1927,,"Rabat, Morocco",34.0083637,-6.8538748,Grands Express Aeriens,,Casablanca - Oran,Breguet 14,F-ALRA,,1,0,1,1,0,1,0,Unknown.
3/24/1927,,"Tambo, Qld, Australia",-24.8831342,146.2534942,Qantas,,Charleville - Tambo - Blackall,de Havilland DH-9C,G-AUED,86,3,2,1,3,2,1,0,"While attempting to land, the engine failed, the aircraft stalled and crashed."
4/15/1927,,"King Hill, Idaho",43.0040661,-115.2039579,Varney Air Lines,,,Swallow Swallow,,A28,1,0,1,1,0,1,0,Crashed after an unsuccessful attempt at fly into strong headwinds. The engine quit and the plane nosedived into the ground.
4/22/1927,,"Floh, Germany",50.7562528,10.4819945,Deutsche Lufthansa,,Charleville - Tambo - Blackall,Fokker FG III,D-729,1567,2,1,1,2,1,1,0,Crashed following engine failure.
4/22/1927,,"Goshen, Indiana",41.5891606,-85.8345639,US Aerial Mail Service,,,Douglas M-4,626,,1,0,1,1,0,1,0,Crashed into a field during a snow storm.
5/2/1927,,"Algiers, Algeria",36.753768,3.0587561,Air Union,,,SPCA Meteore 63,F-AIFN,,3,0,3,1,0,1,0,The three engine seaplane stalled and crashed into the sea shortly after taking off.
7/27/1927,,"Amoneburg, Germany",50.797725,8.9219942,Deutsche Lufthansa,,Kassel - Frankfurt,Junkers F-13,D-206,591,5,3,2,5,3,2,0,Crashed after experiencing engine failure and attempting to make a forced landing.
8/22/1927,8:30,"Sevenoaks, England",51.27241,0.190898,KLM Royal Dutch Airlines,,Croydon - Schiphol,Fokker F-VIII,H-NADU H-NADU,4993,11,9,2,1,0,1,0,"A broken wire led to the partial loss of the the rudder and a crash landing which resulted in the aircraft striking a tree, killing the flight engineer."
9/3/1927,,"Willington, Connecticut",41.8809434,-72.2600655,Colonial Air Transport,,,Fokker Universal,NC52  	 NC52,405,1,0,1,1,0,1,0,The postal plane crashed for unknown reasons.
9/17/1927,,"Hadley, New Jersey",40.0583238,-74.4056612,Reynolds Airways,,Sightseeing,Fokker F-VII,NC776,4840,12,11,1,7,6,1,0,The sightseeing plane took off and rose to 400 ft. when the engine failed.  The plane stalled and plunged to the ground in an apple orchard. Engine failure. The pilot was not familiar with the type of aircraft.
9/17/1927,4:05,Atlantic Ocean,-14.5994134,-28.6731465,Private,,Old Orchad Beach - Rome,Fokker F7,NX703,4899/0501,3,1,2,3,1,2,0,"While flying 1,000 km east of the Canadian coast, the crew sent a mayday message and the aircraft crashed into the ocean two minutes later. The plane was owned by William Randolph Hearst who financed this nonstop transatlantic flight."
9/23/1927,10:00,"Schleiz, Germany",50.5772446,11.8074105,Deutsche Lufthansa,,Berlin - Munich,Dornier Merkur,D-585,75,6,4,2,6,4,2,0,From an altitude of 500 ft. the plane went out of control and crashed  due to a broken wing strut.
10/6/1927,,"Thies, Mauritania",21.00789,-10.940835,Lignes Aeriennes Latecoere,,Saint Louis - Dakar,Breguet 14,F-AGBN,229,2,0,2,2,0,2,0,The plane crashed while attempting to land at Dakar.
10/30/1927,,"New Brunswick, New Jersey",40.4966567,-74.4442802,Colonial Air Transport,,,Fairchild FC-2,,20,4,3,1,4,3,1,0,Went into a tailspin and crashed into a corn field about 10 km from the airport.
11/8/1927,,"Strasburg, France",48.5734053,7.7521113,CIDNA,,Strasbourg - Paris,Farman F-121 Jabiru,F-AIBR,1,1,0,1,1,0,1,0,The mail plane crashed shortly after taking off.
11/16/1927,,Over the Gulf of Finland,59.9124514,26.2623373,Aero O-Y,,Tallinn - Helsinki,Junkers F-13,K-SALD,798,6,4,2,6,4,2,0,Crashed in the gulf of Finland and never found.
11/29/1927,,"Corunna, Indiana",41.4372721,-85.1471934,National Air Transport,,,Douglas M-4,NC62  	 NC1062,PO641,1,0,1,1,0,1,0,The postal plane crashed at night in poor weather.
12/28/1927,,"Almeria, Spain",36.8512151,-2.4521658,Aeropostale,,Dakar - Casablanca - Alicante - Perpignan - Toulouse,Breguet 14,F-AFGS,227,1,0,1,1,0,1,0,A fire erupted aboard the mail plane while en route and crashed.
12/31/1927,,"Near Marseille,France",43.3025742,5.3690743,Latecoere Airlines,,Test flight,LatécoÃ¨re 23 (flying boat),F-AIHP,23-1,5,0,5,5,0,5,0,"Suffered structural failure at an altitude of 1,000 ft."
1/8/1928,,"Near Canajoharie, New York",43.3025742,5.3690743,Colonial Western Airlines,,Minola - Albany - Buffalo,Fairchild FC-2,NC3780,39,3,1,2,3,1,2,0,Became lost in dense fog and flew into trees in the Mohawk Valley while proceeding to Buffalo..
1/16/1928,,"Solis, Uruguay",42.9056288,-74.5718073,Aeropostale,F-AIKG,Buenos Aires - Montevideo,Latecoere 25,F-AIKG,633,2,0,2,2,0,2,0,The wing on the mail plane detached from the aircraft and crashed into the sea.
1/22/1928,,"L'Hospitalet, AriÃ¨ge",-34.7918125,-55.3823985,Aeropostale,,Toulouse - Perpignan - Alicante - Casablanca - Dakar,Breguet 14,  F-AHEQ,,1,0,1,1,0,1,0,Crashed after experiencing mechanical difficulties.
1/22/1928,,"Tarragona, Spain",42.5881239,1.7986086,Aeropostale,,Casablanca - Alicante - Perpignan - Toulouse,Breguet 14,F-AHEQ,240,2,0,2,2,0,2,0,Crashed in unknown circumstances.
1/27/1928,,"Almeria, Spain",41.1188827,1.2444909,Aeropostale,,Casablanca - Alicante - Perpignan - Toulouse,Breguet 14,F-AFHN,162,1,0,1,1,0,1,0,After experiencing turbulence the pilot's seat belt broke and ejecting the pilot.
2/26/1928,,"Marquette, Nebraska",36.8512151,-2.4521658,Boeing Air Transport,,,Boeing 40,NC280,891,2,1,1,1,1,0,0,The air mail plane crashed into a grove of cottonwood trees and burned. Businessman F.H. Craig was killed and pilot Frank Yegar injured. The pilot descended in altitude due to air pockets.The plane then ran into an air pocket that brought the plane down into the grove of trees.
3/11/1928,,"Off Cape Griz Nez, France",41.0069471,-98.009662,Air Union,,Paris - Croydon,Farman F-60 Goliath,F-AEFC,62/6943,2,0,2,2,0,2,0,Crashed into the sea while delivering mail in poor weather.
4/17/1928,,"Federal, Wyoming",50.8710257,1.5829231,Boeing Air Transport,,,Boeing 40,NC282 NC282,893,2,1,1,1,1,0,0,Spatial disorientation after entering a snowstorm.
4/19/1928,,"Minuesa, Spain",43.0759678,-107.2902839,Iberia Airlines,,Barcelona - Madrid,Rohrbach Roland,M-CCCC,36,9,7,2,9,7,2,0,Crashed into a field after getting lost in fog.
5/7/1928,,"Florianopolis, Brazil Florianopolis, Brazil Florianopolis, Brazil",40.463667,-3.74922,Aeropostale,,,Latecoere 26,F-AIMQ,671,5,3,2,1,1,0,0,An in flight fire caused he pilot to lose control and crash in a field after which a fire erupted.
5/12/1928,,"Dearborn, Minnesota",-27.5968578,-48.5468118,Ford Air Freight Inc.,,Dearborn - Buffalo,Ford 4,NC1492,4-AT-001,2,0,2,2,0,2,0,The cargo plane crashed on itâ€™s inaugural flight. The pilot tried to become airborne without sufficient speed.
5/26/1928,,"Radevormwald, Germany",42.3222599,-83.1763145,Deutsche Lufthansa,,Essen - Dortmund - Frankfurt,Junkers F-13,D-583,742,5,4,1,3,2,1,0,"After taking off and encountering fog, the pilot decided to  to make a precautionary landing in a field but t hit a cow, crashed and burned. Pilot error."
6/14/1928,,"Frankfurt, Germany",51.2015995,7.3590901,Deutsche Lufthansa,,,AEGK,D-74,439,5,4,1,5,4,1,0,"The ""Viper"" crashed for unknown reasons."
6/22/1928,,"Lebo, Kansas",50.1109221,8.6821267,National Air Transport,,Chicago - Dallas,Douglas M-4,NC1059,628,1,0,1,1,0,1,0,The mail plane flew into tornado like winds and crashed in a field.
7/10/1928,,Over the Gulf of Finland,38.4166818,-95.8530441,Aero O-Y,,Tallinn - Helsinki,Junkers F-13,K-SALB,760,6,4,2,6,4,2,0,Crashed under unknown circumstances
7/13/1928,,"Purley, England",59.9124514,26.2623373,Imperial Airways,,Testing,Vickers 74 Vulcan,G-EBLB,9,6,5,1,4,4,0,0,"After the aircraft had climbed to 800 feet it disappeared from view of the airport in a south-west direction. The aircraft crashed into a market garden near Leigh Cottage on Woodcote Road, it was seen by residents flying low over the roof tops with the engine evidently in difficulties. The aircraft crashed into a potato field, the pilot in an open cockpit clambered clear and helped one of the passengers from the enclosed cabin free. The aircraft burst into flames and it was not possible to rescue the other passengers."
7/24/1928,14:48,"Waalhaven, Netherlands",51.339228,-0.119711,KLM Royal Dutch Airlines,,Sightseeing over Rotterdam,Fokker (KLM) F.III,H-NABR,1533 (KLM-1),6,5,1,1,1,0,0,"The plane became airborne in a stalled condition, hit a shipsmast and crashed into the Waalhaven."
8/25/1928,11:00,"Near Port Townsend, BC, Canada",51.8782381,4.4330984,British Columbia Airways,,Victoria - Seattle,Ford 4-AT-B Tri Motor,G-CATX,4-AT-26,7,5,2,7,5,2,0,Crashed into Puget Sound in dense fog 12 miles off Port Townsend.  Considered the first Canadian air disaster.
9/2/1928,91:05:00,"Toul, France",53.7266683,-127.6476206,CIDNA,,Toul - Clermont-Ferrand,Bleriot Spad 33,F-AIEP,7-May,5,2,3,5,2,3,0,"After taking off the engine failed, the plane stalled and crashed."
9/4/1928,,"Adelaide Hills, Australia",48.678296,5.890159,Qantas,,Adelaide - Longreach,de Havilland DH.50J,G-AUHI,5,2,0,2,1,0,1,0,"Following the conclusion of an aerial tour carrying Sir John Salmond, the aircraft departed Adelaide piloted by C. W. A. Scott with an engineer as passenger. Control was lost in the cloud during an attempt to cross the Adelaide Hills; the aircraft encounted bad weather, crashed and caught fire."
9/4/1928,11:30,"Pocatello, Idaho",-34.9062557,138.8397403,National Parks Airways,,Great Falls - Pocatello - Salt Lake City,Fokker Super Universal,NC7242,809,7,6,1,7,6,1,0,"While flying low and circling six times for a landing, the mail plane went into a nose dive when the pilot headed into the wind and crashed to the ground, rolling over several times."
9/6/1928,,"Heroldbach, Germany",42.8621042,-112.4506191,Deutsche Lufthansa,,,Fokker FG III,D-180,1531,3,2,1,3,2,1,0,Crashed due to engine failure.
10/4/1928,,"Gerona, Spain",49.6908242,11.0048276,Aeropostale,,Casablanca - Alicante - Barcelona - Perpignan - Toulouse,Breguet 14,F-AEEJ F-AEEJ,159,3,2,1,3,2,1,0,"Encountered fog and crashed into a mountain slope near the monastery of Sant Pere de Rodes, south of LlancÃ ,"
10/18/1928,,"Polk, Pennsylvania",41.9794005,2.8214264,National Air Transport,,,Douglas M-4,NC1064,658,1,0,1,1,0,1,0,The mail plane crashed into a hill and burned during the night during poor weather conditons.
10/31/1928,,"Valence, France",41.3670014,-79.9292233,Air Union,,Paris - Lyon - Marseille,Bleriot Spad 56,F-AIMN,4381.9,2,1,1,1,0,1,0,The pilot attempted an emergency landing in a muddy field and crashed.
11/15/1928,,Off Gibraltar,44.9336953,4.8967142,Aeropostale,,Marseille - Palma de Majorca,Latecoere 32,F-AISN,80,3,NULL,3,1,0,1,0,The sea plane stuck a lightning mast and crashed into houses. Pilot error.
11/24/1928,,"Edgerton, Ohio",36.140751,-5.353585,Universal Airlines,,Cleveland - Chicago,Hamilton H-47,NC7521,46,3,2,1,3,2,1,0,The mail plane crashed in a heavy snow storm.
11/25/1928,,"Edgerton, Ohio",41.4486619,-84.7480123,Continental Air Lines,,Cleveland - Louisville,Travel Air 4000,NC5436,525,1,0,1,1,0,1,0,The mail plane crashed in a heavy snow storm
11/25/1928,,"Bristolville, Ohio",41.4486619,-84.7480123,National Air Transport,,,Douglas M-4,NC792,650,1,0,1,1,0,1,0,The mail plane crashed in a snow storm.
12/1/1928,10:00,"Spur, Texas",41.3873741,-80.8691273,Sunbeam Air Transport Co.,,San Antonio - Amarillo - Tulsa - Denver,Ford 4-AT-B Tri Motor,NC7862,4-AT-47,5,4,1,5,4,1,0,The aircraft crashed and burned while en route. Flames were seen aboard the plane before it crashed. The plane was on a delivery flight.
12/3/1928,8:00,"Near Rio de Janeiro,Brazil",33.4764767,-100.8556857,Syndicato Condor,,Sightseeing,Dornier Wal,P-BACA,83,14,9,5,14,9,5,0,"The seaplane took off form the bay and narrowly avoided a collision with another plane and in the process veered sharply and so abruptly that one of the wings was strained beyond its elastic limits. The pilot then lost control of the aircraft and it fell, tail spinning 300 feet into the water where one of the engines exploded on impact. It sunk immediately."
12/10/1928,10:45,"Spokan, Washington",-22.9068467,-43.1728965,Spokane Airways,,Colfax - Spokane,Ford Tri-motor 4,NC7687,4-AT-045,5,3,2,5,3,2,0,The aircraft crashed while attempting to land in fog.
12/11/1928,,"Letzlingen, Germany",47.6579711,-117.4235319,Deutsche Lufthansa,,Cologne -  Berlin,Junkers G-31,D-1473,3005,4,1,3,3,0,3,0,"After a fuel line broke in flight, the pilot was forced to make an emergency landing in an open field. On landing, the aircraft crashed, overturned and came to rest in flames."
12/20/1928,,"Huron, Ohio",52.4465493,11.4862361,National Air Transport,,Cleveland - Chicago,Douglas M-4,NC790,653,1,0,1,1,0,1,0,The mail plane crashed into an apple tree during a snow storm after the pilot experienced spatial disorientation.
12/23/1928,,"Chattanooga, Tennessee",41.3950489,-82.5551733,Interstate Airlines,,,Fairchild FC-2,,,4,3,1,4,3,1,0,Crashed onto a roof and garage on takeoff and burst into flames. The motor may have not been warmed- up properly.
12/31/1928,,"Reims, France",35.0457984,-85.3093995,CIDNA,,Strasbourg - Paris,Blériot Spad 66,F-AEHX,3359-40,3,2,1,2,2,0,0,Crashed into high ground in fog.
1/5/1929,,"Stafford Springs, Connecticut",49.258329,4.031696,Colonial Air Transport,,,Fairchild FC-2,NC5650,111,1,0,1,1,0,1,0,Struck a mountain slope  in poor weather.
1/18/1929,,"Cove, Oregon",41.984407,-72.3162523,Varney Air Lines,,"Boise, ID - Pasco, WA",Stearman C-38,NC1682,102,1,0,1,1,0,1,0,While attempting to make an emergency landing on the Minam river the mail plane hit a bolder killing the pilot.
1/25/1929,,"Near Corfu, Greece",45.2965256,-117.8079872,Aeroespresso,,Brindisi - Athens - Istanbul,CMASA Wal,I-AZDA,53,9,7,2,2,7,2,0,The passenger plane diverted off Kerkira in the Ionian Sea due to poor weather conditions and thunderstoms and sank in rough seas.
1/31/1929,,Off Morocco,39.6242621,19.9216777,Aeropostale,,Agadir - Casablanca,Latecoere 26,F-AIMU F-AIMU,674,2,0,2,2,0,2,0,"While cruising along the coast, the mail plane crashed into the Atlantic Ocean for unknown reasons."
1/31/1929,,"Morgantown, West Virginia",31.791702,-7.09262,Skyline Transportation Company,,,Travel Air 4000,NC6480,800,1,0,1,1,0,1,0,"While attempting to land, the aircraft overran the runway and hit the perimeter fence."
3/17/1929,17:00,"Newark, New Jersey",39.6304078,-79.954468,Colonial Western Airlines,,Sightseeing,Ford 5-AT-B Tri Motor,NC7683,4-AT-41,15,13,2,14,13,1,0,The plane was making the last of a number of sightseeing flights when two of it's three engines failed. The plane stalled and went out of control at an altitude of 200 ft. and crashed into a railroad freight car. Engine failure followed by a stall during an emergency landing attempt.
3/30/1929,9:18,"Near Beaumont, California",40.7315293,-74.1744671,New Standard Airlines,,Los Angeles - Phoenix - El Paso,Fokker F-VIIA,NC7888,617,4,3,1,4,3,1,0,"The aircraft crashed into a high mountain ridge, exploding on impact. Investigators speculated that upon encountering fog and winds in the treacherous mountain pass, the pilot may have turned the airliner around and was heading back to the airport when the crash occurred."
4/21/1929,11:45,"San Diego, California",33.9294606,-116.977248,Maddux Airlines / Military - U.S.Army Air Force,,San Diego - Phoenix,Ford 5-AT-B Tri-Motor / B-PW-9D,NC9636 / 28-037,4-AT-010,6,3,3,6,3,3,0,"A midair collision occurred  with a US Air Force Boeing PW-9D at 2,000 ft.  Five killed on the Tri-motor, one on the Boeing. Army pilot Lieutenant Howard Keefer, while flying above the airliner, was stunting and performed a steep banking turn downward, in an attempt to pass in front of the airliner. Instead, he misjudged the speed of the Maddux aircraft and his diving plane struck the cockpit of the Ford Tri-motor.  He was found criminally negligent."
5/9/1929,,"Tampico, Mexico",32.715738,-117.1610838,Mexicana,,"Tampico - Brownsville, TX",Ford Tri-motor 4,M-SCAL,,5,4,1,5,4,1,0,"An engine failed, the plane stalled and crashed."
5/18/1929,,"Tököl, Pest Hungary",22.2163428,-97.8580198,MALERT,,,Fokker F-III,H-MABC,1604,2,0,2,2,0,2,0,A wing separated in flight and the plane crashed.
5/22/1929,,Algiers,47.3187057,18.9675223,Aeropostale,,Algiers - Marseille,Cams 53,F-AISX,7,6,3,3,4,3,2,0,The plane collided with a submerged object while taking off.
6/13/1929,8:00,"Santiago de Cuba, Cuba",36.753768,3.0587561,Pan American Airways,,Santiago de Cuba - Havana,Fokker F-X,NC9700,1010,5,1,4,2,1,1,0,"Crashed while taking off. The muddy field prevented the aircraft from gaining altitude. The plane hit telephone wires and crashed. The plane was named ""Christopher Columbus""."
